id,review_id,review_text,labels
20,204823916,"Ok I got past the controller but what the hell is this / The skill tree is smaller than in Gluttony 2 and I mean I unlocked all the skills in 6 hours in the game and when you said the main mep was huge, I felt bigger in Dyinglitgh 2 because it was pretty big as an area, as if you have to be at least LV to use the weapons, I mean am I going to throw my weapon at someone and they'll upgrade? The reason people liked 1 was because they shared the weapons, LV difference or not / The most ridiculous thing is that just because I slept in a low LV place for a day, the LV shouldn't reach the same level as me (Assassin's Creed) do you mean in the previous games it wasn't big and the mep had LV and was fixed, I mean bring the areas to the same level as me all night place but the zombies in the outside area, why do they also evolve when I LV up","bugs,gameplay,content"
21,208092593,"Overrated and a downgrade compared to previous games.

Pros:
- It's still a Dying Light game, if you liked the previous games you'll be OK with this one.

Neutral:
- Story.  Mid, I've seen worse.
- Side quests / activities.  Most are just busy work but I wouldn't complain.

Cons:
- No fast travel.  Wasting a half of my time to traverse the map isn't a gameplay, just artificial padding that doesn't value player's time.
- Zombie models are very limited, it's the same 6-7 clones everywhere.
- They made the nights practically unplayable in this sequel, there are volatiles everywhere.  The only logical thing to do is sleep.
- Resources are too scarce, you have to loot every corpse and do Dark Zones on a regular basis to keep up.  I don't remember such issue in previous games.
- Parkour is underwhelming, I remember it being better in old games.
- Car driving and related mechanics also suck.
- No ray tracing at time of writing this despite the promises (a month and a half after release).
- No New Game+ at time of writing this despite the promises (a month and a half after release).
- HDR sucks, it's overblown and loses details compared to SDR.  I had to use RenoDX mod to tone down the overblown mess.

Most of the time it feels like a chore, not fun and I'm not sure I'm going to finish it.

If you still want to buy it, wait a few months until they add RT and NG+ and buy it on sale.","bugs,story,gameplay,content,price"
22,205995099,"This game is alright, but there are major issues with the gameplay.
1)The stealth system is broken. Why do I get spotted in the dark by random person that's far away? It makes no sense at all, and it not only breaks immersion but it's infuriating because it alerts the enemies in the entire area that close in on you in seconds.
2)The combat is still shit, like DL2's. What made Techland think the DL2 combat system was ever good and decide to implement it into The Beast? DL1 had a much better combat system, with hits still landing even when the enemy dodges because they don't properly dodge, unlike DL2 and The Beast where I have to swing like a maniac to get a few good hits in, but they keep dodging and wasting my stamina and my weapon is dogshit so it won't hurt them.
3) The skill tree is also bad, why is it so basic and not unique? Why can't I level up my one-handed or two-handed skills? Oh ya, that's because they don't exist and it doesn't matter which weapon you use because it doesn't matter, you can't main any weapon type because all that matters is the rarity of it and that makes using weapons feel like a hassle, because if I use a rare or lesser weapon, I can't kill enemies fast enough, I shouldn't have to look for epic weapons to be able to play the game properly.

There's a lot more issues, that I'm not surprised Techland never saw, because they don't test the game properly or have any actual consumer feedback.","bugs,gameplay,graphics"
23,204645695,"Co-op players dont have the same day/night cycle or sometimes it just breaks entirely for one player, character foot placement feels off and glitchy (acting like youre on the edge of something when youre not or vice versa). Maybe it will improve but i cant recommend this right now","bugs,story"
24,212174392,"This was a good course correction after laughable Dying Light 2 story. But when it comes to the gameplay, at least 1/3 of the game I was [u]wasting[/u] on traversing from one corner of the map to another between missions. There are no small outposts with merchants on the level so if you want to stock up on resources you have to run or drive from 1 corner to another.

The map is a huge downgrade from DL1. The only major city has tall buildings which is not as fun to navigate as the 1 story Haran favellas. A good third of the map is an open field than you have to run through or drive if you are lucky to have a car nearby. The map is much smaller than DL1.

Far less zombies than in DL1 and there are far fewer agressive runner zombies. The campaign is ok. Cringey James Bond-style villain and a few cool moments that set you the player on the road of revenge. But it felt like an extended tutorial that tries to slowly sell mechanics over each mission, rather than a story than integrates you into the world of the game. I don't remember DL1 campaign to be that tacked on. Oh and it's quite short too.

Overall, it's just ok. Not bad but not a breakthrough either. Get it on sale if you crave more Dying Light 1 experience.","performance,story,gameplay,content,price"
25,205380378,"Sadly, this game, like Dying Light 2 is terrible for anyone in the slightest affected by motion sickness.
The FOV is terribly low (50's default, 77 max), and the motion sickness reduction setting exaggarates headbob to the point where you'd think Kyle's head was on a loose spring as you walk.

Besides that, if you turn the camera to the sides, the entire room will tilt before correcting itself.
This is supposed to add to ""realism"", but I don't do this in real life.. Do you?

The usual tricks have been tried; like using the accessibility setting in question, maxing the FoV, fidlding around with settings...

The real gem in all of this? I am typically not affected by motion sickness issues in games, but this one got me bad.",bugs
26,213531015,As of patch 1.5 it is a tedious xp slog that is absolutely not worth it. You are not allowed to farm for xp as Volatiles no longer give xp. They expect you to spend hundreds if not thousands of hours to unlock all of the legends levels. They succeeded in making this game worse then VMB 2.,"bugs,content,price"
27,205418046,"Was great, but now stutters like F@~k after the last patch, like every 10th frame, can't play it like this.
Uninstalled and re-installed, deleted shader cache etc.
They just plain broke it for me
I9, 4080 super 32 GB DDR5 RAM, was running like butter now like cr4p, wouldn't recommend as is.
Yeah yeah, I'm sure it works fine for some, but no other games are effected and it was fine before the patch","performance,bugs"
28,214358109,"BUGGY VOICES / HEARING OTHER PEOPLE'S GAME??!!

I've been a huge fan of this franchise since it was first released, so as you can image I was hyped for Kyle's return. 
That being said I played this on release and found almost every time I played a mission that was indoors I could hear strange sounds almost like I could hear somebody else's mic? Except I keep my sessions private and voice chat off? 
It was borderline tolerable for a while until at one point I literally started hearing someone's baby crying (Loudly).
As well as being able to hear dialogue from somebody else's session which not only is really strange but also huge spoilers. From keyboard noises to voices then whole family shenanigans through the game audio made me think I was going crazy. 
I left the game a while to hope it got fixed at some point but after coming back today I'm pretty bummed to see it hasn't and the issue seems to be something ongoing since early Dying Light 2.

I'm not sure how it is even possible to be hearing other people's in game audio and mics but it's enough to make me not want to play the game as it completely ruins the immersion of what I can imagine would be a fantastic game. 

Hopefully this gets fixed soon.","bugs,story,audio"
29,205371534,"Has the worst city traversal in the series, its literally better to just get the dash skill and run everywhere because the trucks are more fragile than you and the actual parkour sucks. Wanna make a jump from one level of the city to another? Well you a very specific building that the one your on doesnt path to it so you either backtrack for a minute or spend the minute climbing up from ground floor.

Using your bare hands is significantly more effective than any other weapon unless you are overleveled for an area. It seemingly always takes 5-6 punches to kill a zombie in an area of equal level, and almost always 5 hits with any weapon despite the damage numbers sometimes more, but your fists generate more of your Beast Mode bar with each hit by a significant amount.

Speaking of Beast Mode, its great and i love it but building the bar is so fucking stupid. I build the bar up right before the Mist chimera fight, but logged off as it was already late. When i logged back in in i had no bar. You lose your bar on quitting to the main menu, dying, and resting.

OH AND THE MAP! TECHLAND WHAT THE DID YOU DO?!?!?! WHO DESIGNS A MAP LIKE THAT!??!?! ARE YOU INCOMPETENT?!?! WHY ON GODS GREEN EARTH IS NORTH THE BOTTOM RIGHT?!?!?!?! ARE YOU DUMB??!?!?

Anyways, the game is like a 3/10, 4/10 on a day im feeling more generous. Uninstalling and returning to Dying Light or Dying Light 2, whichever my friends want to play.","gameplay,content"
30,204896013,"40 hrs, no end game content, no pilgrim outpost challenges, and bugs.  Changed my mind a great story but the parkour feels slow.  The vehicles blow up as soon as you hit a zombie making the only repeatable quest garbage.  for 7 more gigs you can play Dying light 2 with better features.","performance,bugs,story,gameplay,content"
31,204725489,"They should rename this game ""Grabbing Light"" because you spend 90% of your fighting with the zombies getting magneto grabbed from a mile away. These zombies were trained by Jeffrey Epstein himself on how to violate your personal space.",gameplay
32,204742969,"Just DLC for 60€.

Craine story finally continues, but..

There are almost no skills.
Skill tree Is just random placed mess.
No combat and Parkour XP.
Looting same places over and over again.
Map Is small and still you will be running alot bcs there is no fast travel to make more gameplay i just guess, it would be nice collect atsleast some XP on the way.
Only way how to get nice XP to finally have some HP and Stamina Is to do missions.
Story is good, graphic looks like DL1 but it runs lot worse, faces are finally well made and NPCs looks and behave like humans.
Soundtrack Is god tier. 

Would be lot better with XP and skill tree rework.

Sadly this Is just DLC with 4 years of delays, not worth 60€, 40€ Is much better Price for this, atleast i got finally something what i paid for 4 years ago.","story,gameplay,content,graphics,audio,price"
33,205708713,"they never captured the magic of the first game again. every release is just more of the same with meaningless changes. 0 creativity. i think part of why they never could get the sequels right is because they are too slow to change, or evolve the gameplay. it´s like they punt every single swing. never going for the homerun. its predictable and has become dull. 

the magic has faded

buy on sale if it´s your first time with the IP. otherwise not worth.","performance,gameplay,price"
34,206297820,"Honestly, this game feels super rushed and empty. The story is way too short, the missions are repetitive, and there’s barely anything to do once you finish it. I’ve been a huge Dying Light fan since the first game — and honestly, the first one was miles better than this and even the second one. You’d think by now they’d know exactly what makes this series special, but it feels like they didn’t put the same heart into it.



The ‘Beast’ transformation sounded like an epic feature, but it turned out to be a major disappointment — more of a gimmick than real gameplay. Going out at night? Completely pointless. Those monsters are absurdly strong even when you’re maxed out at level 15, and you can barely take one down without wasting everything you’ve got.



I was hyped at the start, but the excitement died fast. It just feels like a missed opportunity. For a franchise this loved, we deserved better. They should’ve taken their time and made something truly amazing, not this half-finished experience.","story,gameplay,content,audio"
35,205380750,"I do like the game somewhat. Just the map is trouble for what is it is meant to be. Dying light to me, is the parkour zombie game and the Map alone doesn't let it be that. it's so open and nothing really around it. You have one ""City"" Part and that's it and houses are so spread out that you can't freely just jump around to avoid zombies, so you're better just running up the road to avoid them. 

The combat is a Muh at best. the weapons just don't have a good feeling to them. I don't know if it's just me but it feels like every weapon i get has a sponge attached to end of it. 

It's not a bad game, but it's not a great game. Whole game should just been a DLC at best.","gameplay,content"
36,208939296,If you're playing on the Ally X or the xbox version of the ally x don't buy this game as it lags and has poor response and steam does not care that the game freezes and crashes when you try to play it once that run time passes 2hours they say oh well not there problem sucker and you are stuck with a game that doesn't work on the hand held even if you meet the requirements,"performance,bugs,content"
37,212465504,"I really love the Dying Light Franchise, but this game just doesn't feel as good as DL1 or DL2. 

Pros:
-Gore is maxed. you can literally split a head open and see the brain.
-Beast mechanic is interesting as a new concept
-Voice lines are very imersive

Misc: 
-Driving cars, which I think is new, but honestly isnt super enjoyable. Only benefit is not having to run across open spaces, but rooftops are still best.

Cons:
-Night is un-playable. The darkness is turned up to 12, so you cannot see anything at all without your light. Volatiles are literally everywhere and if you get more than 1-2 you cannot kill them before you die.
-Parkour does not feel as smooth as DL2 (imo) and things that look grabable sometimes arent. Also the combat roll before hitting the ground works about 1/3rd of the time. Especially if you end up falling close to a wall.
-Quests are far and few. I have gotten about 6 quests in the 7hrs of playtime. Not to mention the area levels which place barriers to how you can get around. 
-Hitting enemies is rough. If they get too close, you lose the animation and get grappled or hit. If you try to hit them from further back, they either dodge or it misses. 

TL:DR 
I really wanted to enjoy this game, but it just doesn't feel as good as DL2. Buy it on sale and try it out, but if you have DL2, I would play that instead.","gameplay,graphics,audio,price"
38,206322333,"Sorry but I got this free due to buying DL2 ultimate edition - so in a way, yes I did pay for it. I would certainly not buy this even at half the price due to all the bugs - I would have refunded it if I had purchased as it was NOT ready for release.

Official launching with Night/day cycle broken so daytime on your screen is actually night and you get chased.
Rain going inside buildings. 
Game crashing preventing people even playing.
Raytracing removed?
 
Zombies literally spawn/pop into existence infront of you. Kill one, turn around and another appears. Clear the area - o wait another literally materialises on screen. Then beside him another spawns. Volatiles running to where you are on the map even when you stand perfectly still then lurking and reuse to move out of their ""zone"" not scary, just annoying... How hard was it just to use the same setup from DL one and have another decent game? removing parkour stamina from a game that barely has room to freerun? errr yeah okay.

Look I'm enjoying it now but it is in no way shape or form worth the asking price, They had a working recipe from DL1, broke that in DL2 and tried to redeem it in DL the beast but fell short and felt like alot of assets were removed prelaunch due to other bugs. It feels empty in a way that screams lazy, not post apocalyptic. 

","bugs,gameplay,content,graphics,price"
39,212940948,"Played a save for 8 hours then at some point everytime I loaded in I immediatly died and can't do anything about it, meaning I am stuck in a constant loop of respawning and then dying. I can rollback the save but that would make me lose half of my progress. The game is fun but not fun enough to replay half of my progress because of a stupid bug","bugs,content"
40,204669187,"I would say Krane built like in full-steriods DILF, very tuff enemies in brutal mode, and a lot of grind-in mining loot stuff. However, its best not to play by now because of the rain bug. Both day and night, literally just rain in my screen even indoors as well. So, they need to figure it out the bugs and issues in future reference. Its best not to play now but later. Save your money for this later but this game is radical. Just the bugs is the problem.","bugs,price"
41,206404041,"7/10: Story & Side Quest 
25 hours story content for 60 dollars cannot be justified. Furthermore, if you had bought Dying Light 2 previously, even for the standard price. This is a Dying Light 2 DLC that justifies 30-40 dollars max for Dying Light 2 owners.

7/10: Coop Experience - performance issues. I had no problems when playing Solo Campaign Story. My FPS fluctuates between 80 to 8 FPS when switching to cutscenes. 

Nonetheless, it is a good step for the direction of the franchise. However, it still cannot beat the first game Dying Light ambiance, music and performance.","performance,bugs,story,content,audio,price"
42,209989432, *Cutscene* Written *Cutscene* by *Cutscene* colored *Cutscene* hair *Cutscene* feminists *Cutscene*,story
43,209748597,"Less than 4 hours in and I've already had to relaunch the game twice due to getting stuck. Can I walk over a pile of rubbish without glitching into it Techland? This review may change, but two game breaking bugs in ~4 hours puts it squarely in ""can't recommend"" territory.","bugs,content"
44,204739117,"It seems like a step backwards from dying light 2. Combat boils down to: kill spitters on high ground, grind down the horde with either consumables or beast mode, then grind the big one away if there is one. The dark zones do have loot, but most of that loot I could go without. Sure I'm helping the survivors, but beyond the traps sprinkled around and the shop they aren't that much help. Haven't made it to the grappling hook yet, but from what I've seen it's not that impactful. Now compare that to my review of dying light 2 and tell me this is worth $60.","gameplay,price"
45,205243377,"Dissappointed, actually can;t believe how much i hoped for this to be good, but its just to short and copy paste from the second, and its actualy in a worse state, parkour is worse, feel isnt there as it was with the DL and DL2, the story is legit the same just without the sister part in DL2, but i guess Kyle Crane WOO HOO, the game is okay, but as a 30-40% dlc, not as a standalone. Say waht you want, but the game didn't deliver whait was supposed to!","story,gameplay,content"
46,211206722,"Прикольно, но вообще не стоит своих денег. Видно, что изначально должна была быть лишь дополнением, так что покупать сейчас вообще не стоит",gameplay
47,207040840,"Im a big fan of the Dying Light series. DL1 is still the best version of this game to come out. Everything about that game felt... good. When DL2 released- it ran like crap, many glitches, and horrible balancing... buy hey! At least the gliding was cool! DLTB felt clunky and unbalanced like DL2. 99% of the parkour experienced in this game was just climbing rock walls. Aiming with guns is trash (so i only really used the shotgun which is great)... loot gained from side quests and darkzones made little impact on game play (leveling up was more so to keep up with the increasing difficulty of the game and no point did I ever feel... strong. Enemies take too many hits). Would have so much money and no idea what to spend it on, so I would just buy all ammo and crafting supplies from vendors. Skill points and Beast Mode are gimmicks, vs bosses they do very little and against a small group of zombies, you'll see yourself taking more damage than what you gain. There wasn't a single aspect to thing game that I felt it did well. I can rant more but I will stop here. Do yourself a favor and just play DL1, do the DLC, and then go to the community workshop and add mods.","bugs,gameplay,content,price"
48,209126199,"This game is only barely afloat due to its parkour and gore system in my book. The story in general was so mid, cliche, and lazily done i actually got angry several times. Play it only for the game-play and do not expect a decent story. 
Even then i liked the first games parkour ten times better as well as how the flow works, and just in general really.","story,gameplay"
49,204634748,Basically Dying Light 2 DLC. Not what I expected and not a fan of whatever this is or was. Trailer is not true to itself,content
50,213745273,only reason i think this is even partially good is the fact that crane is here otherwise just fucking play dying light 2 its so much better with the parkour,gameplay
51,204839812,"5/10 never been more angry at a waste of 60$. no Tripple A game main story should be 15-20 hours. let alone NO new game plus NO nightmare mode the smallest map we have ever gotten with the least amount of NEW skills we have seen in any of their games and yes i know these things were not base game for prev dying lights i do not care this is the 3rd game and they are seasoned devs theres 0 excuses w there budget . even the beast from dying light one you invade ppl as has better and more unique skills in the game . hell the dlc ""the following "" gave me more content then the entirety of dying light the beast. PLEASE give me my money back because holy sht i got robbed","story,gameplay,content,price"
52,204971262,"Glorified dlc very repetitive uneven paced not worth 60 bucks.
Performance is fine but it also looks like something you'd see 5 years ago 
map is a boring location imo
Repetitive dragged out ubisoft quests with repetitive bosses , difficulty balance for harder ones don't make any sense 
you'd *PARKOUR* accross the map but then you'd have to hammer a zombie 15 times , rooms where you just have to loot for 10 mins,
 i don't like the pacing me personally. 
The animation lock when zombie grabs while running is extremely frustrating.  
","performance,gameplay,content,graphics,price"
53,204865262,"SStill too fucking grabby, how can they not fix this shit on launch, they really dont learn do they",bugs
54,205287676,"The biggest flaw of this game is the weapon durability mechanic.  Seriously, this is a much hated, outdated mechanic, yet it's still here.  Metal knives and weapons break apart with very little kills, resulting in seriously hampered gameplay.  It's even worse than the Breath of the Wild durability LOL.  For this reason alone, I can't recommend this game.  

The save system also needs to be reworked... why can you only save at certain points?  It would be nice to be able to save more often so you don't have to repeat long stretches in case of death.

Still needs to be reworked.  Hopefully adjustments are made.  But as of now, it's not so fun to play.",gameplay
55,212478450,"So i've played this game, and to be honest, just play the first dying light. To be quite honest this game didn't really hit me like dying light 1 or 2, both of those are fun for me i just i don't know this game was disappointing to me, The beast mode is just, eh, cool finishers that's about it, and it barley lasted long, i still prefer dead island 2 fury mode anyways. and the story, is just ok, just get the first game there's more stuff to do in that game",story
56,211772546,"My impression 4hours in and I am not going to finish... 
3rd game and Combat still feels bad, parkour feels magnetic and clunky, driving horrendous.
Maybe I'am just tired of the same thing over and over, almost like Far cry, same same but different.
Atleast they removed the paraglider from the 2nd game (which ruined the whole feel of the game imo)

Leveling has been downgraded tho, no longer survival, agility and combat, just one EXP Bar, which I personally wish they didn't go for. Loved how it was in the first game. 

If you're looking for Dying light 1 this is for you.
Don't expect much improvement.
","gameplay,content,graphics"
57,205121269,"I really love the game and I think it's a lot of fun so far, but until they remove the Epic games login prompt every time I open the game, I will sadly leave this negative, it's super annoying that it pops up several times",gameplay
58,205294540,"The combat is floaty and unsatisfying, things grab you left and right without the parry mechanic working properly. The guns are weak and the ammo is scarce. The parkour feels slow and almost never seems to grab what you're aiming for. The game runs really badly, with constant stuttering.","performance,gameplay"
59,207438350,i enjoyed the game but there is an achievement that has 666 in it.So i stopped playing. Techland please remove this achievement.,gameplay
60,206859871,"Add Ray Tracing. The lighting looks like shit.
Why are they adding events when the game is still missing Ray Tracing and many people are still complaining about gameplay issues . . .","bugs,gameplay,graphics"
61,206821682,"its AMAZING how they managed to ruin 85 fun hours of gameplay with one absolute dog shit mission. i have been coop with my wife the entire story and we have looked forward to the asylum and exploring it just for the entire mission to be forced stealth with so many UNKILLABLE volatiles that i actually fucking hated the mission more then any other i have ever done in all 3 games. it ruined the hype of the game for me and completly made me wanna stop playing for the night. instead of having a cool scary dungeon to explore with a hidden chimera to fight inside that was tested and experimented on we got trash forced stealth with no story weight to it in a tiny ass 2 wing hallway

UPDATE WITH THE AIDEN BEAST BATTLE// WHAT IS THE FUCKING POINT OF ME LOTTING AND BUILDING UP ALL MY ITEMS TO TAKE EVERYTHING FROM ME BUT 3 FUCKING HEALTH PACKS AND A BAT. FUCK YOU TECHLAND","story,gameplay,content,graphics"
62,208994013,"love the game, has bugs and issues like any other game. But i bought this game to play with 3 other friends, and for some reason it was glitchy on the first 2 days for me, kicking me out of the group or not giving me accomplishments because it says we are no longer sharing progress, and they are recieving beast points when i only recieve skill points. We each did the tutorial and started at the same exact time. Pretty much the experience is ruined and im regretting buying this instead of arc raiders or something else.","bugs,gameplay"
63,204734350,"The game itself is decent, and the gore especially is well done, but the lack of ray tracing at launch was a terrible decision. While performance is solid, it feels irrelevant when the graphics look a decade old by comparison. I’ll update my review to recommended once ray tracing is added.","performance,content,graphics"
64,208858564,"Boring and uninspired combat, lazy quest design, forces you to travel across map for no reason. Does not respect the players time. Parkour is Janky at best, map design is terrible for parkour. Skill tree is boring and mostly useless. The ledges are so annoying, the grapple sucks. 

I have played DL1 and loved it, Played DL 2 and enjoyed it but i cannot recommend it at all. Seems like most of the reviews have been paid for or are AI. this came is not a return to form at all.","gameplay,content"
65,216468643,"just an dlc to the DL2. its great game, but not worth 60eur. not much activites, other than grind the hordes...just running around in city. story is great and thats about it.","story,content,price"
66,204814768,"This game just doesnt have the feel the others had it feels boring and empty, the parkour is rubbish compared to how it was in the last and now ive played a bit  im gutted ive played past the refund time","gameplay,content,price"
67,212222879,Constant crashing and freezing. Story sucks & gameplay can be super frustrating.,"bugs,story,gameplay"
68,205493818,"-) no choices in the storyline (boring one-sided)
-) only about 10 missions for the main quest?? (~15-20 hours of playtime)
-) not worth the full release price 
-) boring ass characters (side quests aren’t even worth playing: “collect this,” “run there,” …)
-) Looting for what? There are no good items to buy
-) small map and city, nothing to explore
At least positive:
-) Fighting mechanics are better than in DL2
-) Better graphics than in DL2","story,gameplay,content,graphics,price"
69,204857617,Sadly this game keeps crashing on me no matter what I try. Seems it needs to get a hotfix ASAP. I'll update my review once I can actually play the game.,bugs
70,204818758,"this game is turbo unfun in brutal with immersive hud. impossible to manage your stamina, you have no idea how much health you have even while in the inventory, the grappling hook makes no sense to use and the game doesnt teach you how. Didn't think I'd have issues doing parkour in the parkour game but even with the hook the matriarch arena might be the worst designed thing ive ever seen. Oh and you lose xp with every BS death. Try to climb up the window to the monastery safehouse, with the dumpster in front of it. let me know how that goes for you","bugs,gameplay"
71,204736219,"Actually that game aint much better then Dying light 2 so far.

The only good thing is that we got Crane back.

But i ask you guys: 
Where are to creepy Zombies? They look like they have Sunburn and look the same even worse then dl2
They dont actually bite you like they did back then, they just hug and you lose HP only god knows why.
The City doesnt even compare to Slums, old town or the following it just some weird city out in the nowhere.
The sounds are so bad.
BTW where tf is GAZI

Anyway i dont get what you guys mean its like dying light 1 its far from it in almost every aspect.","graphics,audio"
